Id,Label,indegree,closnesscentrality,betweenesscentrality,componentnumber,eigencentrality
Iodinated Contrast,Iodinated Contrast,2,0,0,0,0.002376
University Of Michigan,University Of Michigan,18,0,0,0,0.042544
Ip Network,Ip Network,6,0,0,0,0.018102
Western Sports,Western Sports,3,0,0,0,0.007404
Private Industry,Private Industry,2,0,0,0,0.000703
Computability Theory,Computability Theory,5,0,0,0,0.014708
Varistor,Varistor,3,0,0,0,0.007764
Swaddling,Swaddling,3,0,0,0,0.007896
"Gridcentric, Inc.","Gridcentric, Inc.",2,0,0,0,0.0003
Interlac,Interlac,3,0,0,0,0.007182
United States National Institutes Of Health,United States National Institutes Of Health,3,0,0,0,0.012963
Asad M. Madni,Asad M. Madni,2,0,0,0,0.007157
Timeline Of The Covid-19 Pandemic In India (2021),Timeline Of The Covid-19 Pandemic In India (2021),4,0,0,0,0.002108
Toxic Workplace,Toxic Workplace,5,0,0,0,0.019552
Fantastic Adventures Scandal,Fantastic Adventures Scandal,2,0,0,0,0.0003
Late Middle Ages,Late Middle Ages,4,0,0,0,0.007596
Vista Imaging,Vista Imaging,50,0.311488,0.000003,0,0.033799
Phd,Phd,15,0,0,0,0.057217
Donald Van Slyke,Donald Van Slyke,2,0,0,0,0.006975
Muteness,Muteness,3,0,0,0,0.000765
Cell Transfer Therapy,Cell Transfer Therapy,2,0,0,0,0.006386
A Greek–English Lexicon,A Greek–English Lexicon,4,0,0,0,0.007878
Lifesize,Lifesize,3,0,0,0,0.001839
James Vi And I,James Vi And I,3,0,0,0,0.001222
Pre-Medical,Pre-Medical,5,0,0,0,0.030705
Trv734,Trv734,2,0,0,0,0.000533
Metric System,Metric System,2,0,0,0,0.001306
Smartbook,Smartbook,2,0,0,0,0.001165
Joint Photographic Experts Group,Joint Photographic Experts Group,6,0,0,0,0.021361
Traffic Congestion,Traffic Congestion,2,0,0,0,0.000456
Fetal Death,Fetal Death,2,0,0,0,0.006482
Magnetic-Core Memory,Magnetic-Core Memory,2,0,0,0,0.007068
Script Editor,Script Editor,2,0,0,0,0.006751
Kannada Script,Kannada Script,3,0,0,0,0.007182
Material Exchange Format,Material Exchange Format,5,0,0,0,0.017967
Rhytidectomy,Rhytidectomy,4,0,0,0,0.024213
Fmri,Fmri,7,0,0,0,0.014956
Space Flight,Space Flight,3,0,0,0,0.001839
Wire Fraud,Wire Fraud,2,0,0,0,0.003785
"Punjab, India","Punjab, India",2,0,0,0,0.003707
Pneumatic Artificial Muscles,Pneumatic Artificial Muscles,2,0,0,0,0.000548
Online Chat,Online Chat,10,0,0,0,0.023132
Liquefactive Necrosis,Liquefactive Necrosis,11,0,0,0,0.047284
Knee,Knee,3,0,0,0,0.012215
Octet (Computing),Octet (Computing),2,0,0,0,0.007327
Hammersmith Hospital,Hammersmith Hospital,2,0,0,0,0.012155
The Rescuers Down Under,The Rescuers Down Under,2,0,0,0,0.007068
Speedwell Ironworks,Speedwell Ironworks,3,0,0,0,0.010184
Anarchism,Anarchism,5,0,0,0,0.007762
Safesearch,Safesearch,2,0,0,0,0.0003
Hostname,Hostname,2,0,0,0,0.00442
American Academy Of Emergency Medicine,American Academy Of Emergency Medicine,4,0,0,0,0.01083
Atrial Flutter,Atrial Flutter,2,0,0,0,0.000939
General Aviation,General Aviation,4,0,0,0,0.000826
Erosion,Erosion,4,0,0,0,0.010021
Cultural Baggage,Cultural Baggage,2,0,0,0,0.000527
Köln,Köln,2,0,0,0,0.003785
Breastfeeding,Breastfeeding,14,0.319747,0.000103,0,0.036409
Soap Note,Soap Note,4,0,0,0,0.011418
Breast Pump,Breast Pump,3,0,0,0,0.007896
Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,3,0,0,0,0.007304
Dictation Machine,Dictation Machine,3,0,0,0,0.010141
Egophony,Egophony,3,0,0,0,0.006885
Biological Organisation,Biological Organisation,4,0,0,0,0.019964
Polymer Engineering,Polymer Engineering,2,0,0,0,0.000669
Gprs,Gprs,2,0,0,0,0.003756
Cordless Telephone,Cordless Telephone,4,0,0,0,0.013527
Driver Rehabilitation,Driver Rehabilitation,4,0,0,0,0.001159
Covid-19 Pandemic In Goa,Covid-19 Pandemic In Goa,4,0,0,0,0.002108
Laparotomy,Laparotomy,6,0,0,0,0.036712
Graham Hancock,Graham Hancock,2,0,0,0,0.00988
Paternal Rights And Abortion,Paternal Rights And Abortion,3,0,0,0,0.00057
Normative Ethics,Normative Ethics,5,0,0,0,0.008015
Pathos,Pathos,2,0,0,0,0.000639
Photoelectric Effect,Photoelectric Effect,4,0,0,0,0.007706
"(Arg14,Lys15)Nociceptin","(Arg14,Lys15)Nociceptin",2,0,0,0,0.000533
Cyprus,Cyprus,12,0,0,0,0.006466
Eiffel Tower,Eiffel Tower,2,0,0,0,0.004352
Biopsychiatry Controversy,Biopsychiatry Controversy,6,0,0,0,0.026807
Semiconductor Fabrication Plant,Semiconductor Fabrication Plant,2,0,0,0,0.003921
Transatlantic Telegraph Cable,Transatlantic Telegraph Cable,7,0,0,0,0.024935
Proactionary Principle,Proactionary Principle,8,0,0,0,0.010256
Open-Source,Open-Source,7,0,0,0,0.009654
Constructed Culture,Constructed Culture,2,0,0,0,0.000527
Harmonic Vector Excitation Coding,Harmonic Vector Excitation Coding,5,0,0,0,0.017967
China–India Relations,China–India Relations,2,0,0,0,0.00072
Left Circular Polarization,Left Circular Polarization,2,0,0,0,0.00704
Samson,Samson,2,0,0,0,0.007118
Richard E. Taylor,Richard E. Taylor,4,0,0,0,0.014157
Thymus,Thymus,3,0,0,0,0.018595
Disease,Disease,56,0.323116,0.000119,0,0.172141
Asymmetric Numeral Systems,Asymmetric Numeral Systems,3,0,0,0,0.01089
Education In Oman,Education In Oman,3,0,0,0,0.007597
Galactosemia,Galactosemia,3,0,0,0,0.006742
Autoradiograph,Autoradiograph,3,0,0,0,0.013001
Poly(Methyl Methacrylate),Poly(Methyl Methacrylate),2,0,0,0,0.00978
Computer-On-Module,Computer-On-Module,2,0,0,0,0.001165
Executor,Executor,3,0,0,0,0.001627
Conjunctiva,Conjunctiva,3,0,0,0,0.007566
Sexual Attraction,Sexual Attraction,6,0,0,0,0.030713
Old Persian Cuneiform,Old Persian Cuneiform,3,0,0,0,0.007182
Biological System,Biological System,6,0,0,0,0.014838
Fixed Service Satellite,Fixed Service Satellite,3,0,0,0,0.007409
Autoradiopuhelin,Autoradiopuhelin,4,0,0,0,0.010552
Writing System,Writing System,10,0,0,0,0.014993
John Tyndall,John Tyndall,2,0,0,0,0.007102
Charité,Charité,2,0,0,0,0.012633
Apnic,Apnic,2,0,0,0,0.006962
Teaching Hospital,Teaching Hospital,30,0,0,0,0.055687
Ventral Posterolateral Nucleus,Ventral Posterolateral Nucleus,2,0,0,0,0.000424
Université René Descartes,Université René Descartes,2,0,0,0,0.012512
Dental Amalgam Controversy,Dental Amalgam Controversy,3,0,0,0,0.01602
Influenza A Virus,Influenza A Virus,2,0,0,0,0.000959
Idiopathic Interstitial Pneumonia,Idiopathic Interstitial Pneumonia,2,0,0,0,0.006628
Occupational Therapist,Occupational Therapist,13,0,0,0,0.041343
Engineering Ethics,Engineering Ethics,4,0,0,0,0.001534
Edward H. Heinemann,Edward H. Heinemann,2,0,0,0,0.006975
Eros Now,Eros Now,2,0,0,0,0.006871
Kirk Douglas,Kirk Douglas,2,0,0,0,0.003737
David B. Mumford,David B. Mumford,2,0,0,0,0.006975
Gram-Negative,Gram-Negative,3,0,0,0,0.008119
Saeed Namaki,Saeed Namaki,4,0,0,0,0.002108
10 Μm Process,10 Μm Process,3,0,0,0,0.010766
Human Eye,Human Eye,8,0,0,0,0.021502
Yangtze,Yangtze,3,0,0,0,0.007593
Accident-Proneness,Accident-Proneness,2,0,0,0,0.006661
Dedicated Short-Range Communications,Dedicated Short-Range Communications,3,0,0,0,0.007119
Arteriosclerosis,Arteriosclerosis,2,0,0,0,0.006147
David Lee (Physicist),David Lee (Physicist),4,0,0,0,0.014157
Zoonosis,Zoonosis,10,0,0,0,0.028637
Decentralization,Decentralization,3,0,0,0,0.001174
Covid-19 Pandemic In Tokelau,Covid-19 Pandemic In Tokelau,4,0,0,0,0.002108
Condé Nast Traveler,Condé Nast Traveler,2,0,0,0,0.0005
Cordaid,Cordaid,2,0,0,0,0.00237
Home Care,Home Care,15,0.234312,0.000013,0,0.037386
Central Saint Giles,Central Saint Giles,2,0,0,0,0.0003
Divx,Divx,6,0,0,0,0.021434
Entropy Coding,Entropy Coding,4,0,0,0,0.014285
Irène De Lipkowski,Irène De Lipkowski,2,0,0,0,0.000709
Tetsu Katayama,Tetsu Katayama,2,0,0,0,0.000709
Space Station,Space Station,7,0,0,0,0.006405
Howard Martin Temin,Howard Martin Temin,3,0,0,0,0.007125
Pulitzer Prize,Pulitzer Prize,5,0,0,0,0.002009
Cfr-600,Cfr-600,2,0,0,0,0.012313
Hiroshi Amano,Hiroshi Amano,4,0,0,0,0.014157
Hemostasis,Hemostasis,3,0,0,0,0.007625
Pixel 2,Pixel 2,2,0,0,0,0.0003
Read Along,Read Along,2,0,0,0,0.0003
Torrijos–Carter Treaties,Torrijos–Carter Treaties,2,0,0,0,0.000487
Non-Executive Director,Non-Executive Director,2,0,0,0,0.003548
Hyperthyroxinemia,Hyperthyroxinemia,2,0,0,0,0.006629
Hospital-Acquired Pneumonia,Hospital-Acquired Pneumonia,3,0,0,0,0.007145
Catholic,Catholic,5,0,0,0,0.001671
Deposition (Phase Transition),Deposition (Phase Transition),2,0,0,0,0.001008
Covid-19 Vaccination In Morocco,Covid-19 Vaccination In Morocco,4,0,0,0,0.002108
Covid-19 Vaccination In Kazakhstan,Covid-19 Vaccination In Kazakhstan,4,0,0,0,0.002108
Dubbing (Filmmaking),Dubbing (Filmmaking),2,0,0,0,0.003661
Jack Carter (Politician),Jack Carter (Politician),2,0,0,0,0.000487
Cultural Liberalism,Cultural Liberalism,2,0,0,0,0.000527
Acromioplasty,Acromioplasty,2,0,0,0,0.012076
Joseph Needham,Joseph Needham,3,0,0,0,0.003943
Hypertext,Hypertext,7,0,0,0,0.017995
Timeline Of The Covid-19 Pandemic In England (January–June 2020),Timeline Of The Covid-19 Pandemic In England (January–June 2020),5,0,0,0,0.002282
Pluriculturalism,Pluriculturalism,2,0,0,0,0.000527
Frederick William Iii Of Prussia,Frederick William Iii Of Prussia,2,0,0,0,0.003785
Apollo Program,Apollo Program,7,0,0,0,0.008064
Motion Compensation,Motion Compensation,5,0,0,0,0.017931
Animals In Space,Animals In Space,3,0,0,0,0.004141
Machine Translation,Machine Translation,8,0,0,0,0.003988
Infant,Infant,16,0,0,0,0.056024
Ccir System B,Ccir System B,2,0,0,0,0.003513
Cluster Decay,Cluster Decay,2,0,0,0,0.009689
Paul Baran,Paul Baran,110,0,0,0,0.332489
Scale-Free Network,Scale-Free Network,4,0,0,0,0.011275
Tacuinum Sanitatis,Tacuinum Sanitatis,2,0,0,0,0.001566
Free-Space Path Loss,Free-Space Path Loss,2,0,0,0,0.007061
Kuwait,Kuwait,8,0,0,0,0.008872
Pasemah Script,Pasemah Script,3,0,0,0,0.007182
Vitamin,Vitamin,2,0,0,0,0.000719
Arbitrary Arrest And Detention,Arbitrary Arrest And Detention,2,0,0,0,0.002184
Braille Embosser,Braille Embosser,3,0,0,0,0.007182
Pedigree Chart,Pedigree Chart,2,0,0,0,0.00695
Vulvar Cancer,Vulvar Cancer,4,0,0,0,0.012971
Ibuprofen,Ibuprofen,7,0,0,0,0.008602
Siftable,Siftable,2,0,0,0,0.001165
Pharmacy Benefit Management,Pharmacy Benefit Management,4,0,0,0,0.002174
Position (Obstetrics),Position (Obstetrics),5,0,0,0,0.022272
Abortifacient,Abortifacient,5,0,0,0,0.006956
Local Area Network,Local Area Network,119,0.261823,0.000022,0,0.35001
Thelema,Thelema,5,0,0,0,0.024929
World Tourism Organization,World Tourism Organization,2,0,0,0,0.007115
Disabled Students Allowance,Disabled Students Allowance,5,0,0,0,0.001547
Roy Greenslade,Roy Greenslade,2,0,0,0,0.000377
Rodney Brooks,Rodney Brooks,3,0,0,0,0.004093
Hepatitis C,Hepatitis C,16,0.310898,0.000032,0,0.02568
Secure Shell,Secure Shell,8,0,0,0,0.021923
Multi-Mission Radioisotope Thermoelectric Generator,Multi-Mission Radioisotope Thermoelectric Generator,2,0,0,0,0.012313
"Stockton, California","Stockton, California",2,0,0,0,0.000304
British Overseas Territories,British Overseas Territories,4,0,0,0,0.003044
Carnegie Mellon University,Carnegie Mellon University,15,0,0,0,0.015323
European Society Of Paediatric And Neonatal Intensive Care,European Society Of Paediatric And Neonatal Intensive Care,3,0,0,0,0.010483
Social Progress Index,Social Progress Index,4,0,0,0,0.001809
Motor Coordination,Motor Coordination,5,0,0,0,0.024825
Honours Degree,Honours Degree,5,0,0,0,0.030608
Aboriginal Australians,Aboriginal Australians,3,0,0,0,0.008473
John Ruskin,John Ruskin,3,0,0,0,0.000792
City Of Halifax,City Of Halifax,2,0,0,0,0.003785
Petri Dish,Petri Dish,3,0,0,0,0.001066
Vizio Co-Star,Vizio Co-Star,2,0,0,0,0.0003
Amy Carter,Amy Carter,2,0,0,0,0.000487
Eu–Uk Trade And Cooperation Agreement,Eu–Uk Trade And Cooperation Agreement,4,0,0,0,0.007579
The Billion Dollar Code,The Billion Dollar Code,2,0,0,0,0.0003
Balinese Script,Balinese Script,3,0,0,0,0.007182
Patientslikeme,Patientslikeme,2,0,0,0,0.001427
Samsung T9000,Samsung T9000,2,0,0,0,0.0003
San Marino,San Marino,5,0,0,0,0.002507
Richard Nixon,Richard Nixon,3,0,0,0,0.004089
Extraversion And Introversion,Extraversion And Introversion,2,0,0,0,0.004351
Australian English,Australian English,3,0,0,0,0.001879
Client–Server Model,Client–Server Model,11,0.261007,0.000072,0,0.011303
Strategic Management,Strategic Management,2,0,0,0,0.000348
Claygate,Claygate,2,0,0,0,0.003785
Title 21 Of The Code Of Federal Regulations,Title 21 Of The Code Of Federal Regulations,2,0,0,0,0.000816
Eindhoven University Of Technology,Eindhoven University Of Technology,3,0,0,0,0.00781
News Director,News Director,2,0,0,0,0.006751
Wireless Energy Transfer,Wireless Energy Transfer,2,0,0,0,0.006706
Anti-Ukrainian Sentiment,Anti-Ukrainian Sentiment,2,0,0,0,0.00043
Ashmore And Cartier Islands,Ashmore And Cartier Islands,4,0,0,0,0.003033
Pacifism,Pacifism,3,0,0,0,0.001239
Fremantle,Fremantle,2,0,0,0,0.003478
World Conservation Monitoring Centre,World Conservation Monitoring Centre,2,0,0,0,0.002711
Middle East Respiratory Syndrome,Middle East Respiratory Syndrome,4,0,0,0,0.002171
Telephone Exchange,Telephone Exchange,109,0.317763,0.000044,0,0.325829
Yale School Of Public Health,Yale School Of Public Health,2,0,0,0,0.006938
Bell System,Bell System,12,0,0,0,0.038444
Behavior Informatics,Behavior Informatics,54,0.278949,0.000009,0,0.065262
Sori-9409,Sori-9409,2,0,0,0,0.000533
John B. Goodenough,John B. Goodenough,4,0,0,0,0.01396
Gothic Revival Architecture,Gothic Revival Architecture,3,0,0,0,0.000905
Breathing Gas,Breathing Gas,4,0,0,0,0.010772
Esperanto Braille,Esperanto Braille,3,0,0,0,0.007182
Minneapolis,Minneapolis,3,0,0,0,0.000997
Louis De Broglie,Louis De Broglie,4,0,0,0,0.014157
Neoevolutionism,Neoevolutionism,2,0,0,0,0.006661
Precariat,Precariat,3,0,0,0,0.000987
Abortion In Papua New Guinea,Abortion In Papua New Guinea,3,0,0,0,0.00057
Johanniter-Unfall-Hilfe,Johanniter-Unfall-Hilfe,2,0,0,0,0.00237
Philip Sporn,Philip Sporn,3,0,0,0,0.01036
Covid-19 Pandemic In Seychelles,Covid-19 Pandemic In Seychelles,4,0,0,0,0.002108
Acetoxolone,Acetoxolone,2,0,0,0,0.000424
Dog,Dog,3,0,0,0,0.012408
Ablation,Ablation,3,0,0,0,0.012867
Advance Healthcare Directive,Advance Healthcare Directive,3,0,0,0,0.001371
Mary Prince (Nanny),Mary Prince (Nanny),2,0,0,0,0.000487
Reverberation,Reverberation,3,0,0,0,0.001839
Michigan State University College Of Osteopathic Medicine,Michigan State University College Of Osteopathic Medicine,2,0,0,0,0.012186
Maternal Deprivation,Maternal Deprivation,2,0,0,0,0.006661
Natural Selection,Natural Selection,10,0,0,0,0.023186
Edward B. Lewis,Edward B. Lewis,3,0,0,0,0.007125
Henry Gantt,Henry Gantt,3,0,0,0,0.002726
"Sir George Stokes, 1St Baronet","Sir George Stokes, 1St Baronet",2,0,0,0,0.006794
Google Friend Connect,Google Friend Connect,2,0,0,0,0.0003
Sidney Drell,Sidney Drell,3,0,0,0,0.010594
Political Culture,Political Culture,2,0,0,0,0.000527
Classification Of Pharmaco-Therapeutic Referrals,Classification Of Pharmaco-Therapeutic Referrals,10,0,0,0,0.016226
Rog Phone 3,Rog Phone 3,2,0,0,0,0.0003
Global Terrorism Index,Global Terrorism Index,2,0,0,0,0.001016
Aecom,Aecom,2,0,0,0,0.000291
Covid-19 Pandemic Cases In February 2021,Covid-19 Pandemic Cases In February 2021,4,0,0,0,0.002108
Covid-19 Pandemic In Chhattisgarh,Covid-19 Pandemic In Chhattisgarh,4,0,0,0,0.002108
Googlefight,Googlefight,2,0,0,0,0.0003
Peer Instruction,Peer Instruction,3,0,0,0,0.007597
Troleandomycin,Troleandomycin,2,0,0,0,0.000975
Organic Field-Effect Transistor,Organic Field-Effect Transistor,3,0,0,0,0.007764
East–West Schism,East–West Schism,3,0,0,0,0.007404
German Sign Language,German Sign Language,5,0,0,0,0.0023
Pixel 9 Pro Fold,Pixel 9 Pro Fold,2,0,0,0,0.0003
Robert Tarjan,Robert Tarjan,2,0,0,0,0.007093
Akuammidine,Akuammidine,2,0,0,0,0.000533
Cap1400,Cap1400,2,0,0,0,0.012313
Norman Davidson (Biologist),Norman Davidson (Biologist),2,0,0,0,0.006975
Network Analyzer (Ac Power),Network Analyzer (Ac Power),2,0,0,0,0.007068
Radiation Pattern,Radiation Pattern,5,0,0,0,0.014959
Certified First Responder,Certified First Responder,4,0,0,0,0.01864
Pragmatic Ethics,Pragmatic Ethics,3,0,0,0,0.001239
Bariatric Surgery,Bariatric Surgery,7,0,0,0,0.026235
Alasdair Macintyre,Alasdair Macintyre,6,0,0,0,0.002032
Donor Registration,Donor Registration,2,0,0,0,0.006512
Endogenous,Endogenous,2,0,0,0,0.000428
Nottingham Trent University,Nottingham Trent University,3,0,0,0,0.001839
Wireless Medical Telemetry Service,Wireless Medical Telemetry Service,2,0,0,0,0.0003
Pediatric Nursing,Pediatric Nursing,103,0.314247,0.000006,0,0.359522
Covid-19 Pandemic In Turkmenistan,Covid-19 Pandemic In Turkmenistan,4,0,0,0,0.002108
Taxon,Taxon,2,0,0,0,0.006187
Pregnancy Options Counseling,Pregnancy Options Counseling,6,0,0,0,0.035932
Esophageal Varices,Esophageal Varices,3,0,0,0,0.012197
Zhong Nanshan,Zhong Nanshan,4,0,0,0,0.002108
Dynamic Consent,Dynamic Consent,2,0,0,0,0.000659
Dura Mater,Dura Mater,3,0,0,0,0.01869
Patient Empowerment,Patient Empowerment,4,0,0,0,0.00401
Dexmethylphenidate,Dexmethylphenidate,2,0,0,0,0.00644
Chronic Atrophic Rhinitis,Chronic Atrophic Rhinitis,2,0,0,0,0.006628
Stuart Hall (Cultural Theorist),Stuart Hall (Cultural Theorist),5,0,0,0,0.001572
Tandberg,Tandberg,3,0,0,0,0.001839
Male Infertility Crisis,Male Infertility Crisis,2,0,0,0,0.006512
By Mouth,By Mouth,2,0,0,0,0.000424
Technion – Israel Institute Of Technology,Technion – Israel Institute Of Technology,2,0,0,0,0.012258
Domestic Violence And Pregnancy,Domestic Violence And Pregnancy,2,0,0,0,0.006399
Narendra Modi,Narendra Modi,3,0,0,0,0.000985
Usmle Step 2 Clinical Skills,Usmle Step 2 Clinical Skills,4,0,0,0,0.024448
Patient Opinion Leader,Patient Opinion Leader,45,0.302654,0.000011,0,0.03806
Primary-Care Physician,Primary-Care Physician,17,0.351163,0.000035,0,0.054102
Technology Management,Technology Management,2,0,0,0,0.000341
Igor And Grichka Bogdanoff,Igor And Grichka Bogdanoff,2,0,0,0,0.00988
Value (Ethics),Value (Ethics),9,0,0,0,0.01368
Poetry,Poetry,3,0,0,0,0.006926
X264,X264,2,0,0,0,0.007323
Kaidā Glyphs,Kaidā Glyphs,3,0,0,0,0.007182
Correlation Does Not Imply Causation,Correlation Does Not Imply Causation,5,0,0,0,0.00236
Biomedical,Biomedical,5,0,0,0,0.020622
Integumentary System,Integumentary System,2,0,0,0,0.012583
Adaptive Multi-Rate Wideband,Adaptive Multi-Rate Wideband,5,0,0,0,0.017967
Torres Strait Islanders,Torres Strait Islanders,2,0,0,0,0.001676
Molecular Diagnostics,Molecular Diagnostics,6,0,0,0,0.014671
Cyclorphan,Cyclorphan,2,0,0,0,0.000533
Mathematical Model,Mathematical Model,2,0,0,0,0.006818
Jacques Maritain,Jacques Maritain,3,0,0,0,0.000792
In Vitro Fertilisation,In Vitro Fertilisation,10,0.288756,0.000022,0,0.042257
Qiu Menghuang,Qiu Menghuang,4,0,0,0,0.002108
Wuhan Institute Of Virology,Wuhan Institute Of Virology,4,0,0,0,0.002108
Gross National Income,Gross National Income,3,0,0,0,0.001171
Barbara Liskov,Barbara Liskov,2,0,0,0,0.007093
Indeo,Indeo,5,0,0,0,0.017967
Hexokinase Deficiency,Hexokinase Deficiency,2,0,0,0,0.012023
Software Maintenance,Software Maintenance,9,0,0,0,0.026101
Aerospace Engineering,Aerospace Engineering,3,0,0,0,0.000858
Angular Velocity,Angular Velocity,2,0,0,0,0.003853
Diagnostic And Statistical Manual Of Mental Disorders,Diagnostic And Statistical Manual Of Mental Disorders,14,0,0,0,0.038741
Oliver E. Williamson,Oliver E. Williamson,2,0,0,0,0.003589
Tincture,Tincture,2,0,0,0,0.000419
Covid-19 Pandemic On Cruise Ships,Covid-19 Pandemic On Cruise Ships,4,0,0,0,0.002108
Site Reliability Engineering,Site Reliability Engineering,2,0,0,0,0.0003
Edward Ginzton,Edward Ginzton,3,0,0,0,0.010594
Diet (Nutrition),Diet (Nutrition),5,0,0,0,0.020863
Scanning Electron Microscope,Scanning Electron Microscope,3,0,0,0,0.01002
Tui Na,Tui Na,3,0,0,0,0.01602
Russell Bodies,Russell Bodies,2,0,0,0,0.012023
Proctalgia Fugax,Proctalgia Fugax,4,0,0,0,0.018463
Covid-19 Pandemic In New Jersey,Covid-19 Pandemic In New Jersey,4,0,0,0,0.002108
American Academy Of Achievement,American Academy Of Achievement,2,0,0,0,0.007165
Karhunen–Loève Theorem,Karhunen–Loève Theorem,3,0,0,0,0.01089
Impact Of The Covid-19 Pandemic On Children,Impact Of The Covid-19 Pandemic On Children,4,0,0,0,0.002108
Pox Party,Pox Party,6,0,0,0,0.004079
Eu,Eu,4,0,0,0,0.008664
Audio Vivid,Audio Vivid,5,0,0,0,0.017967
Egg Cell,Egg Cell,3,0,0,0,0.012485
Chromium,Chromium,6,0,0,0,0.016413
Nanobiotechnology,Nanobiotechnology,4,0,0,0,0.012626
Nyāya Sūtras,Nyāya Sūtras,3,0,0,0,0.007112
Council On Education For Public Health,Council On Education For Public Health,17,0,0,0,0.036836
